Date,Time,HomeTeamId,AwayTeamId
20240414,2130,113018,114161
20240420,0030,112885,113149
20240420,0030,112828,688
20240420,0030,112893,114162
20240420,0330,112996,689
20240420,0030,111651,691
20240420,0130,698,114161
20240420,0130,696,113018
20240420,0030,687,111140
20240420,0130,693,111065
20240420,0230,694,695
20240420,0030,111139,112606
20240420,0330,111144,101112
20240421,0100,697,111928
20240421,0000,114640,111138
20240427,1830,114161,697
20240427,0130,114162,111928
20240427,0030,113149,694
20240427,0030,112606,111651
20240427,0030,112134,111065
20240427,0330,112996,111140
20240427,0030,112828,114640
20240427,0030,689,101112
20240427,0130,693,112885
20240427,0030,687,111139
20240427,0030,688,111144
20240427,0130,111138,696
20240427,0130,695,698
20240427,0030,691,112893
20240504,0800,101112,114161
20240504,0030,111928,112996
20240504,0030,111651,695
20240504,0030,112606,113149
20240504,0030,112885,111138
20240504,0030,112893,689
20240504,0130,114162,111139
20240504,0130,114640,111140
20240504,0130,693,691
20240504,0030,688,112134
20240504,0130,698,113018
20240504,0230,111065,696
20240505,2330,111144,697
20240505,2100,112828,694
20240511,0030,112885,688
20240511,0330,112996,101112
20240511,0030,112134,112606
20240511,0030,111651,112828
20240511,0130,114640,114162
20240511,0130,113018,693
20240511,0030,111139,112893
20240511,0130,695,114161
20240511,0230,694,111928
20240511,0030,689,691
20240511,0330,697,111065
20240511,0130,696,698
20240511,0030,687,113149
20240512,2130,111140,111144
20240515,0330,111140,111928
20240515,0030,111139,687
20240515,0130,111138,697
20240515,0230,694,101112
20240515,0230,111065,111144
20240515,0030,688,689
20240515,0130,693,114640
20240515,0130,113018,112996
20240515,0030,113149,112885
20240515,0130,114162,111651
20240515,0130,114161,698
20240515,0030,112134,112828
20240515,0030,112606,112893
20240518,1830,114162,112885
20240518,0130,114161,696
20240518,0030,113149,113018
20240518,0130,114640,697
20240518,0030,111651,111139
20240518,0330,111928,112606
20240518,0030,112893,688
20240518,0030,112828,689
20240518,0130,693,687
20240518,0130,698,695
20240518,0230,111065,694
20240518,0030,691,112134
20240518,0130,111138,111140
20240518,0330,111144,101112
20240525,0800,101112,112893
20240525,0030,688,693
20240525,0330,697,698
20240525,0330,111140,696
20240525,0030,111139,114162
20240525,0030,691,112828
20240525,0230,694,111138
20240525,0130,695,111065
20240525,0030,112885,112996
20240525,0330,111928,114161
20240525,0030,111651,113149
20240525,0030,112606,687
20240525,0130,114640,112134
20240525,0130,113018,111144
20240529,0030,113149,114162
20240529,0130,114161,111140
20240529,0030,112134,111651
20240529,0030,112893,112885
20240529,0330,112996,111138
20240529,0030,111139,688
20240529,0330,111144,111065
20240529,0330,697,695
20240529,0130,696,101112
20240529,0130,698,694
20240529,0030,689,114640
20240529,0030,687,691
20240529,0130,693,112606
20240531,0030,112828,111928
20240601,0800,101112,694
20240601,0130,693,697
20240601,0030,687,111144
20240601,0030,688,111651
20240601,0030,689,112606
20240601,0330,111140,698
20240601,0130,111138,696
20240601,0230,111065,114161
20240601,0330,112996,695
20240601,0030,112893,113018
20240601,0030,112134,111139
20240601,0130,114162,691
20240602,2130,112885,114640
20240608,0130,113018,111140
20240608,0030,691,689
20240608,0130,111138,695
20240608,0130,696,111144
20240614,0030,112828,687
20240615,0030,112885,698
20240615,0030,112134,112893
20240615,0030,112606,112996
20240615,0030,111651,693
20240615,0330,111928,113149
20240615,0130,114640,688
20240615,0330,697,696
20240615,0030,689,114162
20240615,0030,111139,111065
20240615,0330,111144,111138
20240615,0030,691,101112
20240615,0130,695,113018
20240615,0230,694,114161
20240619,0130,695,111138
20240619,0030,111139,689
20240619,0130,698,111144
20240619,0330,697,112828
20240619,0130,696,111065
20240619,0030,688,112885
20240619,0130,114640,112606
20240619,0130,113018,694
20240619,0030,113149,112134
20240619,0130,114161,112996
20240619,0330,111928,111140
20240619,0030,111651,114162
20240619,0030,112893,687
20240622,0330,112996,111928
20240622,0030,112606,693
20240622,0030,112134,114640
20240622,0130,114162,112828
20240622,0030,113149,691
20240622,0130,113018,112885
20240622,0030,688,698
20240622,0030,687,696
20240622,0030,689,111651
20240622,0130,111138,114161
20240622,0330,111144,695
20240622,0330,111140,101112
20240622,0230,694,111139
20240622,0230,111065,697
20240628,0030,112828,112606
20240629,0800,101112,113018
20240629,0030,689,688
20240629,0130,698,114640
20240629,0130,696,114161
20240629,0030,691,687
20240629,0130,695,113149
20240629,0330,111140,111138
20240629,0330,111144,693
20240629,0030,111139,112134
20240629,0030,112885,111651
20240629,0330,112996,694
20240629,0330,111928,697
20240629,0130,114162,112893
20240703,0130,113018,111928
20240703,0130,114640,112893
20240703,0030,111651,112606
20240703,0030,112828,111139
20240703,0130,111138,101112
20240703,0030,691,112885
20240703,0230,111065,698
20240703,0130,693,112134
20240703,0030,687,114162
20240703,0030,688,113149
20240704,0330,697,112996
20240704,0130,695,111140
20240704,0230,694,696
20240706,0230,111065,112885
20240706,0030,111139,101112
20240706,0330,111144,691
20240706,0030,687,111651
20240706,0030,112134,689
20240706,0030,112606,688
20240706,0030,113149,112893
20240706,0130,114161,112828
20240707,0330,697,111138
20240707,0130,696,695
20240707,0130,698,112996
20240707,0330,111140,114162
20240707,0230,694,113018
20240708,0800,111928,693
20240713,0330,111928,696
20240713,0030,111651,112134
20240713,0330,112996,687
20240713,0130,114161,111144
20240713,0030,113149,114640
20240713,0130,113018,101112
20240713,0230,694,689
20240713,0130,695,697
20240713,0030,691,112606
20240713,0330,111140,111065
20240713,0030,111139,112885
20240713,0130,698,111138
20240713,0030,688,114162
20240713,0130,693,112828
20240717,0330,101112,696
20240717,0030,687,114640
20240717,0030,689,111139
20240717,0330,697,694
20240717,0130,111138,688
20240717,0330,111144,113018
20240717,0130,695,114161
20240717,0030,113149,693
20240717,0130,114162,112606
20240717,0330,112996,111065
20240717,0030,112893,111651
20240717,0030,112885,112828
20240717,0330,111928,698
20240717,0030,112134,691
20240720,0800,101112,698
20240720,0330,697,111140
20240720,0130,696,113018
20240720,0030,689,113149
20240720,0230,694,111065
20240720,0030,691,695
20240720,0330,111144,112996
20240720,0130,111138,111928
20240720,0030,111139,111651
20240720,0030,112134,114162
20240720,0030,112606,112828
20240720,0030,112885,687
20240720,0030,112893,693
20240720,0130,114161,114640
20240824,0600,111138,111144
20240824,0800,101112,112996
20240824,0030,688,695
20240824,0130,698,111651
20240824,0130,696,112606
20240824,0330,697,112885
20240824,0030,111139,691
20240824,0330,111140,113018
20240824,0230,111065,111928
20240824,0130,114162,114161
20240824,0130,114640,689
20240824,0030,112893,113149
20240824,0030,112828,693
20240824,0030,112134,687
20240831,0030,112606,114162
20240831,0330,111928,111138
20240831,0030,111651,688
20240831,0330,112996,698
20240831,0130,114640,112885
20240831,0130,114161,101112
20240831,0030,113149,111139
20240831,0230,111065,691
20240831,0130,695,694
20240831,0330,111140,111144
20240831,0030,689,112134
20240831,0030,687,112828
20240831,0130,693,112893
20240901,1930,113018,697
20240907,0800,101112,695
20240907,0130,693,688
20240907,0030,689,696
20240907,0030,691,113018
20240914,0800,101112,111928
20240914,0130,693,689
20240914,0030,688,112828
20240914,0130,698,111065
20240914,0330,697,112996
20240914,0230,694,111140
20240914,0030,111139,114640
20240914,0130,113018,111138
20240914,0030,113149,687
20240914,0030,112893,112134
20240914,0030,112885,114162
20240914,0030,111651,114161
20240914,0030,112606,691
20240915,0000,111144,696
20240918,0330,111144,111928
20240918,0330,111140,697
20240918,0130,111138,113149
20240918,0030,691,111139
20240918,0230,111065,695
20240918,0130,696,694
20240918,0130,698,101112
20240918,0030,111651,687
20240918,0030,112885,112893
20240918,0030,112828,112134
20240918,0330,112996,114161
20240918,0130,114162,693
20240918,0100,112606,114640
20240921,1900,112828,112893
20240921,0330,111928,113018
20240921,0130,114162,113149
20240921,0130,114161,698
20240921,0130,114640,691
20240921,0030,689,112885
20240921,0130,696,111138
20240921,0330,697,101112
20240921,0030,687,112606
20240921,0230,111065,111140
20240921,0230,694,111651
20240921,0130,695,112996
20240921,0030,111139,693
20240922,2300,112134,688
20240928,0800,101112,111140
20240928,0130,693,111651
20240928,0030,688,687
20240928,0030,689,112828
20240928,0030,111139,111928
20240928,0130,111138,694
20240928,0330,111144,698
20240928,0130,695,112606
20240928,0030,691,114162
20240928,0030,112134,112885
20240928,0030,112893,114640
20240928,0130,114161,111065
20240928,0030,113149,112996
20240928,0130,113018,696
20241002,0500,112828,113149
20241002,0030,112885,111139
20241002,0330,112996,113018
20241002,0030,112606,112134
20241002,0330,111928,695
20241002,0030,111651,689
20241002,0130,114162,688
20241002,0130,114640,693
20241002,0230,111065,111138
20241002,0230,694,697
20241002,0330,111140,114161
20241002,0130,698,691
20241002,0030,687,112893
20241002,0330,101112,111144
20241005,0800,101112,111138
20241005,0500,112828,114162
20241005,0030,112885,689
20241005,0030,111651,112893
20241005,0330,111928,111065
20241005,0130,114640,111139
20241005,0130,113018,698
20241005,0030,113149,112606
20241005,0030,687,112134
20241005,0330,697,114161
20241005,0130,696,112996
20241005,0230,694,111144
20241005,0030,691,688
20241006,0000,111140,695
20241019,2300,693,114162
20241019,2300,688,114640
20241019,2300,689,687
20241019,0200,111144,111140
20241019,2300,111139,112828
20241019,2300,112606,112885
20241019,2300,112134,113149
20241019,0200,112996,111928
20241019,2300,112893,691
20241019,0200,111065,101112
20241019,0200,695,696
20241019,0200,111138,113018
20241019,0200,698,697
20241019,0200,114161,694
