DatePlayed,KickOffTime,HomeTeamId,AwayTeamId
20241123,1500,1807,1961
20241123,1500,15,1806
20241124,1230,97,106
20241126,1945,1792,1929
20241126,1945,1796,1800
20241126,1945,8,1923
20241126,1945,1794,1951
20241126,1945,1806,1801
20241126,1945,106,109
20241126,1945,1795,1919
20241126,2000,1952,1807
20241127,1945,1961,15
20241127,1945,12,3
20241127,1945,1790,97
20241127,2000,91,1960
20241129,2000,1919,1929
20241130,1230,1795,15
20241130,1500,1806,1796
20241130,1500,1794,106
20241130,1500,3,8
20241130,1500,91,1807
20241130,1500,1800,1961
20241130,1500,1801,109
20241130,1500,1951,97
20241130,1500,12,1952
20241130,1500,1792,1923
20241201,1230,1960,1790
20241206,2000,109,1794
20241207,1230,106,1806
20241207,1500,15,1792
20241207,1500,1807,1801
20241207,1500,97,1800
20241207,1500,1923,1960
20241207,1500,1929,1951
20241207,1500,1790,1919
20241207,1500,8,91
20241207,1500,1961,1795
20241207,1500,1796,12
20241208,1230,1952,3
20241210,1945,8,12
20241210,1945,1796,91
20241210,1945,1929,1960
20241210,1945,1923,1806
20241210,1945,97,1794
20241210,1945,1807,3
20241210,1945,106,1919
20241210,2000,1790,1792
20241211,1945,1961,1801
20241211,1945,1952,1795
20241211,1945,15,1951
20241211,2000,109,1800
20241213,2000,3,1923
20241214,1230,1792,1796
20241214,1500,12,97
20241214,1500,1951,1807
20241214,1500,1919,15
20241214,1500,1800,1952
20241214,1500,91,1790
20241214,1500,1795,109
20241214,1500,1960,106
20241214,1500,1794,1929
20241214,1500,1806,1961
20241215,1230,1801,8
20241220,2000,1790,1800
20241221,1230,1952,1960
20241221,1500,8,1951
20241221,1500,1961,1794
20241221,1500,1929,12
20241221,1500,1923,91
20241221,1500,97,3
20241221,1500,1807,1806
20241221,1500,15,1801
20241221,1500,106,1792
20241221,1500,109,1919
20241222,1230,1796,1795
20241226,1230,1801,1952
20241226,1500,1792,97
20241226,1500,12,1807
20241226,1500,1919,1923
20241226,1500,3,106
20241226,1500,91,109
20241226,1500,1800,1929
20241226,1500,1960,15
20241226,1500,1794,1796
20241226,1500,1806,8
20241226,1715,1951,1961
20241226,1945,1795,1790
20241229,1230,1801,1807
20241229,1500,1951,1929
20241229,1500,12,1796
20241229,1500,1792,15
20241229,1500,1800,97
20241229,1500,3,1952
20241229,1500,1919,1790
20241229,1500,1795,1961
20241229,1500,1960,1923
20241229,1500,1806,106
20241229,1500,1794,109
20241229,1715,91,8
20250101,1230,8,3
20250101,1230,15,1795
20250101,1500,1807,91
20250101,1500,106,1794
20250101,1500,109,1801
20250101,1500,1952,12
20250101,1500,1796,1806
20250101,1500,97,1951
20250101,1500,1923,1792
20250101,1500,1929,1919
20250101,1500,1790,1960
20250101,1715,1961,1800
20250103,2000,1919,91
20250104,1230,3,1796
20250104,1500,1801,1951
20250104,1500,12,1961
20250104,1500,1792,1800
20250104,1500,1795,1794
20250104,1500,106,1790
20250104,1500,1960,109
20250104,1500,1807,97
20250104,1500,1806,1929
20250104,1500,15,1923
20250105,1230,1952,8
20250117,2000,1929,15
20250118,1230,8,1807
20250118,1230,109,1806
20250118,1500,1794,1792
20250118,1500,91,1795
20250118,1500,1800,1919
20250118,1500,1796,106
20250118,1500,1951,3
20250118,1500,1790,12
20250118,1500,97,1952
20250118,1500,1923,1801
20250119,1230,1961,1960
20250121,1945,3,1800
20250121,1945,91,106
20250121,1945,1952,15
20250121,1945,97,1961
20250121,1945,1951,1923
20250121,1945,1795,1801
20250121,1945,1960,1794
20250121,2000,12,109
20250122,1945,1929,1796
20250122,1945,8,1792
20250122,1945,1807,1919
20250122,2000,1790,1806
20250124,2000,109,1790
20250125,1230,1796,8
20250125,1500,1961,91
20250125,1500,1919,3
20250125,1500,1800,1795
20250125,1500,1801,12
20250125,1500,1792,1960
20250125,1500,106,1929
20250125,1500,1806,1951
20250125,1500,1794,1952
20250125,1500,15,1807
20250126,1230,1923,97
20250131,2000,1795,1792
20250201,1230,3,1801
20250201,1500,91,1794
20250201,1500,8,1961
20250201,1500,1952,1806
20250201,1500,12,106
20250201,1500,1790,1796
20250201,1500,1929,109
20250201,1500,1951,1919
20250201,1500,1960,1800
20250201,1500,1807,1923
20250202,1230,97,15
20250207,2000,1923,1929
20250208,1230,1801,97
20250208,1500,1792,91
20250208,1500,1800,8
20250208,1500,1919,1960
20250208,1500,1961,1952
20250208,1500,1796,1951
20250208,1500,1806,12
20250208,1500,15,3
20250208,1500,1794,1790
20250208,1500,109,1807
20250209,1230,106,1795
20250211,1945,1960,1807
20250211,1945,1795,8
20250211,1945,1919,1806
20250211,1945,1800,15
20250211,1945,91,1951
20250211,1945,1792,1801
20250211,1945,1929,97
20250211,2000,1790,1961
20250212,1945,109,3
20250212,1945,106,1923
20250212,1945,1794,12
20250212,2000,1796,1952
20250214,2000,12,1795
20250215,1230,8,106
20250215,1500,1952,1792
20250215,1500,1961,1919
20250215,1500,3,1929
20250215,1500,1923,1794
20250215,1500,97,109
20250215,1500,1951,1790
20250215,1500,15,91
20250215,1500,1806,1960
20250215,1500,1807,1800
20250216,1230,1801,1796
20250221,2000,91,97
20250222,1230,1795,1923
20250222,1500,109,1951
20250222,1500,106,1952
20250222,1500,1794,8
20250222,1500,1800,1801
20250222,1500,1919,12
20250222,1500,1796,1807
20250222,1500,1790,15
20250222,1500,1929,1961
20250222,1500,1792,1806
20250223,1230,1960,3
20250228,2000,1951,1800
20250301,1230,3,1792
20250301,1500,1961,1796
20250301,1500,1952,1929
20250301,1500,8,109
20250301,1500,1801,1960
20250301,1500,97,1919
20250301,1500,1923,1790
20250301,1500,12,91
20250301,1500,1807,106
20250301,1500,1806,1795
20250302,1230,15,1794
20250307,2000,109,15
20250308,1230,1795,97
20250308,1500,1960,12
20250308,1500,106,1961
20250308,1500,1794,1801
20250308,1500,1792,1951
20250308,1500,1790,8
20250308,1500,1929,1807
20250308,1500,1800,1806
20250308,1500,91,3
20250308,1500,1796,1923
20250309,1230,1919,1952
20250311,1945,1796,109
20250311,1945,1961,1923
20250311,1945,1790,1929
20250311,1945,12,15
20250311,1945,1806,3
20250311,1945,106,1801
20250311,2000,91,1800
20250312,1945,1952,1951
20250312,1945,1792,1807
20250312,1945,1795,1960
20250312,1945,1794,1919
20250312,2000,8,97
20250314,2000,15,8
20250315,1230,1807,1794
20250315,1500,109,1952
20250315,1500,1960,1796
20250315,1500,1919,1792
20250315,1500,3,1961
20250315,1500,97,1806
20250315,1500,1923,12
20250315,1500,1801,1790
20250315,1500,1929,91
20250315,1500,1951,1795
20250316,1230,1800,106
20250329,1230,1794,1800
20250329,1500,1806,15
20250329,1500,106,97
20250329,1500,1795,1929
20250329,1500,12,1951
20250329,1500,1790,3
20250329,1500,8,1960
20250329,1500,1952,1923
20250329,1500,1961,1807
20250329,1500,1796,1919
20250330,1230,91,1801
20250330,1500,1792,109
20250404,2000,1929,1792
20250405,1230,1807,1952
20250405,1500,15,1961
20250405,1500,1960,91
20250405,1500,1951,1794
20250405,1500,1801,1806
20250405,1500,1923,8
20250405,1500,97,1790
20250405,1500,1800,1796
20250405,1500,3,12
20250405,1500,1919,1795
20250406,1230,109,106
20250408,1945,1795,1952
20250408,1945,1794,97
20250408,1945,1919,109
20250408,1945,3,1807
20250408,1945,1792,106
20250408,1945,12,8
20250408,1945,1801,1961
20250408,2000,1806,1923
20250409,1945,1960,1929
20250409,1945,1951,15
20250409,1945,91,1796
20250409,2000,1800,1790
20250411,2000,1796,1792
20250412,1230,8,1801
20250412,1230,15,1919
20250412,1500,1807,1951
20250412,1500,106,1960
20250412,1500,109,1795
20250412,1500,1952,1800
20250412,1500,1961,1806
20250412,1500,1929,1794
20250412,1500,1790,91
20250412,1500,1923,3
20250412,1500,97,12
20250417,2000,3,97
20250418,1230,1800,109
20250418,1500,91,1923
20250418,1500,1919,106
20250418,1500,1792,1790
20250418,1500,12,1929
20250418,1500,1801,15
20250418,1500,1951,8
20250418,1500,1795,1796
20250418,1500,1960,1952
20250418,1500,1806,1807
20250418,1500,1794,1961
20250421,1230,1796,1794
20250421,1500,1961,1951
20250421,1500,1952,1801
20250421,1500,8,1806
20250421,1500,1929,1800
20250421,1500,1790,1795
20250421,1500,1923,1919
20250421,1500,97,1792
20250421,1500,15,1960
20250421,1500,1807,12
20250421,1500,106,3
20250421,1500,109,91
20250425,2000,1923,1800
20250426,1230,15,1796
20250426,1500,1807,1790
20250426,1500,1806,1794
20250426,1500,97,1960
20250426,1500,1801,1929
20250426,1500,1951,106
20250426,1500,8,1919
20250426,1500,1952,91
20250426,1500,1961,109
20250426,1500,3,1795
20250427,1230,12,1792
20250503,1230,1792,1961
20250503,1230,1929,8
20250503,1230,1790,1952
20250503,1230,1919,1801
20250503,1230,1796,97
20250503,1230,91,1806
20250503,1230,1800,12
20250503,1230,1794,3
20250503,1230,109,1923
20250503,1230,1795,1807
20250503,1230,106,15
20250503,1230,1960,1951
