DatePlayed,KickOffTime,HomeTeamId,AwayTeamId
20250118,1430,1824,22
20250118,1430,576,10029
20250118,1430,160,112172
20250118,1630,36,25
20250119,1430,111235,110329
20250119,1630,38,100409
20250124,1930,23,160
20250125,1430,22,38
20250125,1430,169,36
20250125,1430,25,21
20250125,1430,175,576
20250125,1430,110329,1831
20250125,1630,112172,32
20250126,1430,10029,1824
20250126,1630,100409,111235
20250131,1930,38,169
20250201,1430,110329,100409
20250201,1430,160,25
20250201,1430,1831,112172
20250201,1430,21,576
20250201,1630,36,23
20250202,1430,1824,175
20250202,1630,32,10029
20250202,1830,111235,22
20250207,1930,576,160
20250208,1430,175,32
20250208,1430,169,100409
20250208,1430,21,38
20250208,1430,112172,110329
20250208,1630,22,36
20250209,1430,10029,1831
20250209,1630,25,111235
20250209,1830,23,1824
20250214,1930,110329,25
20250215,1430,36,175
20250215,1430,160,22
20250215,1430,1831,23
20250215,1430,100409,112172
20250215,1630,32,21
20250216,1430,1824,576
20250216,1430,38,10029
20250216,1630,111235,169
20250221,1930,169,110329
20250222,1430,23,100409
20250222,1430,22,1831
20250222,1430,25,38
20250222,1430,576,32
20250222,1630,175,160
20250223,1430,112172,111235
20250223,1630,10029,36
20250223,1830,21,1824
20250228,1930,100409,25
20250301,1430,1831,576
20250301,1430,38,175
20250301,1430,110329,22
20250301,1430,112172,169
20250301,1630,36,21
20250302,1430,1824,32
20250302,1630,111235,23
20250302,1830,160,10029
20250307,1930,23,169
20250308,1430,22,100409
20250308,1430,21,160
20250308,1430,32,38
20250308,1430,175,110329
20250308,1430,576,36
20250308,1630,25,112172
20250309,1430,1824,1831
20250309,1630,10029,111235
20250314,1930,169,25
20250315,1430,1831,21
20250315,1430,100409,175
20250315,1430,38,23
20250315,1430,36,32
20250315,1630,112172,22
20250316,1430,111235,576
20250316,1630,160,1824
20250316,1830,110329,10029
20250328,1930,576,38
20250329,1430,10029,100409
20250329,1430,25,1831
20250329,1430,175,111235
20250329,1430,32,160
20250329,1430,1824,36
20250329,1630,23,112172
20250330,1430,22,169
20250330,1630,21,110329
20250404,1930,111235,32
20250405,1430,112172,10029
20250405,1430,1831,175
20250405,1430,169,576
20250405,1430,160,36
20250405,1430,25,22
20250405,1630,100409,21
20250406,1430,38,1824
20250406,1630,110329,23
20250411,1930,576,110329
20250412,1430,175,112172
20250412,1430,160,100409
20250412,1430,36,38
20250412,1430,32,1831
20250412,1430,23,25
20250412,1630,21,22
20250413,1430,1824,111235
20250413,1630,10029,169
20250418,1930,169,175
20250419,1430,1831,36
20250419,1430,38,160
20250419,1430,110329,32
20250419,1430,112172,576
20250419,1630,22,23
20250420,1430,100409,1824
20250420,1630,25,10029
20250420,1830,111235,21
20250425,1930,38,110329
20250426,1430,10029,22
20250426,1430,175,25
20250426,1430,36,111235
20250426,1430,32,100409
20250426,1430,1824,112172
20250426,1430,21,169
20250426,1630,160,1831
20250427,1630,576,23
20250502,1930,100409,576
20250503,1430,1831,38
20250503,1430,22,175
20250503,1430,25,32
20250503,1430,110329,36
20250503,1630,112172,21
20250504,1430,111235,160
20250504,1630,169,1824
20250504,1830,23,10029
20250509,1930,576,25
20250510,1430,38,112172
20250510,1430,160,169
20250510,1430,36,100409
20250510,1430,21,23
20250510,1630,32,22
20250511,1430,1824,110329
20250511,1630,175,10029
20250511,1830,1831,111235
20250517,1430,169,32
20250517,1430,100409,1831
20250517,1430,23,175
20250517,1430,22,576
20250517,1430,110329,160
20250517,1430,25,1824
20250517,1430,10029,21
20250517,1430,111235,38
20250517,1430,112172,36
