DatePlayed,KickOffTime,HomeTeamId,AwayTeamId
20250518,1600,5,11
20250518,1730,2,18
20250519,1930,95,94
20250519,1930,19,14
20250519,2000,1,13
20250519,2000,10,1943
20250525,1600,1943,95
20250525,1600,144,10
20250525,1600,94,19
20250525,1600,9,1799
20250525,1600,11,2
20250525,1600,13,7
20250525,1600,14,5
20250525,1600,17,1
20250525,1600,18,1808
20250525,1600,110,1925
