945,3,40,20,30,0,10,1700,1800
945,4,50,20,20,0,10,1745,1845
945,5,60,20,10,0,10,1830,1930
945,6,66,14,10,0,10,1845,1945
945,7,74,16,10,0,0,1845,1945
945,8,66,14,10,0,10,1800,1900
945,9,60,20,10,0,10,1730,1830
945,10,40,20,20,0,20,1630,1730
945,11,30,20,20,0,30,1545,1645
945,12,20,10,30,20,20,1545,1645
1025,1,22,17,22,9,30,1530,1630
1025,2,24,17,26,6,27,1630,1730
1025,3,26,16,28,7,23,1730,1830
1025,4,35,19,30,0,16,1900,2000
1025,5,46,19,25,0,10,2000,2100
1025,6,57,17,18,0,8,2030,2130
1025,7,65,16,15,0,4,2030,2130
1025,8,62,12,20,0,6,1930,2030
1025,9,52,11,27,0,10,1830,1930
1025,10,34,14,42,0,10,1700,1800
1025,11,19,13,39,7,22,1530,1630
1025,12,20,16,25,9,30,1530,1630
1054,1,10,5,30,35,20,1500,1600
1054,2,10,5,35,30,20,1530,1630
1054,3,15,5,40,15,25,1600,1700
1054,4,25,15,35,5,20,1700,1800
1054,5,35,20,30,0,15,1800,1900
1054,6,40,25,15,0,20,1900,2000
1054,7,50,20,15,0,15,1900,2000
1054,8,35,20,20,0,25,1800,1900
1054,9,25,20,30,0,25,1700,1800
1054,10,15,10,40,0,35,1600,1700
1054,11,10,10,30,30,20,1530,1630
1054,12,10,10,25,35,20,1500,1600
1080,1,10,10,10,35,35,1500,1530
1080,2,20,10,10,30,30,1545,1630
1080,3,35,15,20,15,15,1645,1715
1080,4,40,20,30,0,10,1830,1915
1080,5,35,15,40,0,10,1930,2000
1080,6,35,15,45,0,5,2000,2045
1080,7,30,15,50,0,5,1945,2030
1080,8,35,25,35,0,5,1900,1945
1080,9,40,20,30,0,10,1745,1830
1080,10,25,10,35,10,20,1645,1730
1080,11,25,10,15,25,25,1445,1530
1080,12,10,5,10,40,35,1415,1500
1112,1,25,10,45,0,20,1745,1830
1112,2,30,10,45,0,15,1815,1900
1112,3,55,15,20,0,10,1900,1945
1112,4,60,10,30,0,0,2000,2100
1112,5,75,15,10,0,0,2030,2130
1112,6,80,20,0,0,0,2100,2200
1112,7,85,15,0,0,0,2100,2200
1112,8,85,15,0,0,0,2045,2130
1112,9,60,10,30,0,0,2000,2030
1112,10,40,10,40,0,10,1845,1930
1112,11,25,10,50,0,15,1730,1830
1112,12,30,10,45,0,15,1715,1830
1141,1,10,10,10,35,35,1500,1530
1141,2,20,10,10,30,30,1545,1630
1141,3,35,15,30,5,15,1645,1715
1141,4,45,25,20,0,10,1830,1915
1141,5,50,15,25,0,10,1930,2000
1141,6,55,15,20,0,10,2000,2045
1141,7,65,15,10,0,10,1945,2030
1141,8,65,15,10,0,10,1900,1945
1141,9,45,15,25,0,15,1745,1830
1141,10,30,10,40,0,20,1645,1730
1141,11,25,10,15,5,45,1445,1530
1141,12,10,5,10,30,45,1415,1500
1178,1,15,13,45,8,19,1530,1630
1178,2,15,18,36,10,21,1630,1730
1178,3,15,20,37,3,25,1715,1815
1178,4,21,17,37,0,25,1930,2030
1178,5,40,25,25,0,10,2030,2130
1178,6,45,25,15,0,15,2100,2200
1178,7,50,26,14,0,10,2045,2145
1178,8,41,21,23,0,15,1945,2045
1178,9,32,21,33,0,14,1830,1930
1178,10,28,20,35,0,17,1730,1830
1178,11,15,25,33,2,25,1515,1615
1178,12,10,15,37,8,30,1445,1545
1213,1,5,15,35,15,30,1630,1730
1213,2,10,20,30,15,25,1700,1800
1213,3,20,20,35,0,25,1730,1830
1213,4,45,15,25,0,15,1900,2000
1213,5,55,15,25,0,5,1930,2030
1213,6,75,20,5,0,0,1945,2045
1213,7,85,15,0,0,0,2000,2100
1213,8,90,10,0,0,0,1930,2030
1213,9,50,20,20,0,10,1830,1930
1213,10,15,20,45,0,20,1745,1845
1213,11,10,15,40,0,35,1615,1715
1213,12,10,15,35,15,25,1600,1700
1339,1,10,5,30,35,20,1400,1500
1339,2,10,5,35,30,20,1500,1600
1339,3,15,5,40,15,25,1600,1700
1339,4,25,15,35,5,20,1830,1930
1339,5,35,20,30,0,15,1930,2030
1339,6,40,25,15,0,20,2100,2200
1339,7,50,20,15,0,15,2100,2200
1339,8,35,20,20,0,25,2000,2100
1339,9,25,20,30,0,25,1900,2000
1339,10,15,10,35,5,35,1730,1830
1339,11,10,10,30,30,20,1500,1600
1339,12,10,10,25,35,20,1400,1500
1361,1,10,15,16,39,20,1500,1600
1361,2,10,15,25,30,20,1530,1630
1361,3,25,15,25,10,25,1600,1700
1361,4,30,20,25,5,20,1700,1800
1361,5,30,25,25,0,20,1800,1900
1361,6,30,25,25,0,20,1900,2000
1361,7,35,25,25,0,15,1900,2000
1361,8,30,25,30,0,15,1800,1900
1361,9,35,20,25,0,20,1700,1800
1361,10,35,35,15,0,15,1600,1700
1361,11,25,35,15,0,25,1530,1630
1361,12,20,25,15,10,30,1500,1600
1399,1,0,20,40,40,0,2200,2300
1399,2,25,20,55,0,0,2230,2330
1399,3,40,25,15,0,20,2300,0
1399,4,55,10,20,0,15,0,100
1399,5,70,10,20,0,0,100,200
1399,6,90,5,5,0,0,200,300
1399,7,90,10,0,0,0,200,300
1399,8,95,5,0,0,0,100,200
1399,9,80,5,10,0,5,0,100
1399,10,60,10,15,5,10,2300,0
1399,11,30,30,25,10,5,2230,2330
1399,12,0,30,30,35,5,2200,2300
1507,1,80,0,10,0,10,1000,1115
1507,2,80,0,10,0,10,930,1045
1507,3,70,10,10,0,10,900,1015
1507,4,70,10,10,0,10,800,900
1507,5,60,10,20,0,10,730,830
1507,6,50,20,20,0,10,700,800
1507,7,50,20,20,0,10,700,815
1507,8,50,20,20,0,10,730,830
1507,9,60,10,20,0,10,800,900
1507,10,60,10,20,0,10,900,1000
1507,11,60,10,20,0,10,930,1030
1507,12,80,0,10,0,10,1000,1115
1523,1,70,0,0,15,15,930,1030
1523,2,70,0,0,15,15,1000,1100
1523,3,65,15,10,0,10,1030,1130
1523,4,65,15,10,0,10,1100,1200
1523,5,40,25,20,0,15,1130,1230
1523,6,40,25,20,0,15,1200,1300
1523,7,5,15,70,0,10,1200,1300
1523,8,5,15,70,0,10,1130,1230
1523,9,40,25,20,0,15,1045,1145
1523,10,65,15,10,0,10,1000,1100
1523,11,65,15,10,0,10,930,1030
1523,12,70,0,0,15,15,915,1015
1527,1,70,0,0,15,15,1515,1545
1527,2,70,0,0,15,15,1500,1600
1527,3,65,15,10,0,10,1530,1630
1527,4,65,15,10,0,10,1545,1645
1527,5,40,25,20,0,15,1600,1700
1527,6,40,25,20,0,15,1615,1715
1527,7,5,15,70,0,10,1615,1715
1527,8,5,15,70,0,10,1600,1700
1527,9,40,25,20,0,15,1530,1630
1527,10,65,15,10,0,10,1500,1600
1527,11,65,15,10,0,10,1430,1530
1527,12,70,0,0,15,15,1430,1530
1536,1,70,0,0,15,15,930,1030
1536,2,70,0,0,15,15,1000,1100
1536,3,65,15,10,0,10,1030,1130
1536,4,65,15,10,0,10,1100,1200
1536,5,40,25,20,0,15,1130,1230
1536,6,40,25,20,0,15,1200,1300
1536,7,5,15,70,0,10,1200,1300
1536,8,5,15,70,0,10,1130,1230
1536,9,40,25,20,0,15,1045,1145
1536,10,65,15,10,0,10,1000,1100
1536,11,65,15,10,0,10,930,1030
1536,12,70,0,0,15,15,915,1015
1543,1,70,10,10,0,10,1415,1515
1543,2,75,10,10,0,5,1430,1530
1543,3,80,10,5,0,5,1500,1600
1543,4,80,15,0,0,5,1515,1615
1543,5,85,15,0,0,0,1530,1630
1543,6,90,10,0,0,0,1545,1645
1543,7,90,10,0,0,0,1545,1645
1543,8,85,15,0,0,0,1530,1630
1543,9,80,15,0,0,5,1500,1600
1543,10,80,10,5,0,5,1430,1530
1543,11,75,10,10,0,5,1400,1500
1543,12,70,10,10,0,10,1400,1500
1676,1,65,15,10,0,10,2345,45
1676,2,60,25,10,0,5,2315,15
1676,3,60,25,10,0,5,2245,2345
1676,4,55,20,15,0,10,2200,2300
1676,5,45,10,15,0,30,2130,2230
1676,6,45,5,20,0,30,2115,2215
1676,7,35,15,10,0,40,2130,2230
1676,8,40,15,20,0,25,2145,2245
1676,9,55,10,25,0,10,2215,2300
1676,10,55,25,10,0,10,2230,2330
1676,11,65,15,10,0,10,2300,15
1676,12,80,5,10,0,5,2330,45
